case_id,path,borrower,loan_or_opportunity,document_id,statement_type,fiscal_period,normalized_line,material,manual_value,candidate_value,manual_minutes,candidate_minutes,exception_flag,certified,error_type,notes
DOC-SYN-1001-AUDIT-CASH,manual_ncino_control,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,cash,true,690000,690000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1001-AUDIT-CURRENT_ASSETS,ncino_automated_spreading,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,current_assets,true,4080000,4080000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1001-AUDIT-CURRENT_ASSETS,salesforce_native_staging,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,current_assets,true,4080000,4080000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1001-AUDIT-CURRENT_ASSETS,manual_ncino_control,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,current_assets,true,4080000,4080000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1001-AUDIT-CURRENT_LIABILITIES,ncino_automated_spreading,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,current_liabilities,true,1740000,1740000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1001-AUDIT-CURRENT_LIABILITIES,salesforce_native_staging,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,current_liabilities,true,1740000,1740000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1001-AUDIT-CURRENT_LIABILITIES,manual_ncino_control,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,current_liabilities,true,1740000,1740000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1001-AUDIT-TOTAL_LIABILITIES,ncino_automated_spreading,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,total_liabilities,true,4950000,4950000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1001-AUDIT-TOTAL_LIABILITIES,salesforce_native_staging,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,total_liabilities,true,4950000,4950000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1001-AUDIT-TOTAL_LIABILITIES,manual_ncino_control,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,total_liabilities,true,4950000,4950000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1001-AUDIT-NET_WORTH_EQUITY,ncino_automated_spreading,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,net_worth_equity,true,3620000,3620000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1001-AUDIT-NET_WORTH_EQUITY,salesforce_native_staging,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,net_worth_equity,true,3620000,3620000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1001-AUDIT-NET_WORTH_EQUITY,manual_ncino_control,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-AUDIT,income_statement,FY2025,net_worth_equity,true,3620000,3620000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1001-TAX-REVENUE,ncino_automated_spreading,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-TAX,tax_return,FY2025,revenue,true,8610000,8610000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1001-TAX-REVENUE,salesforce_native_staging,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-TAX,tax_return,FY2025,revenue,true,8610000,8160000,12,8,false,true,extraction,Intentional synthetic error to test gate behavior.
DOC-SYN-1001-TAX-REVENUE,manual_ncino_control,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-TAX,tax_return,FY2025,revenue,true,8610000,8610000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1001-TAX-EBITDA,ncino_automated_spreading,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-TAX,tax_return,FY2025,ebitda,true,1440000,1440000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1001-TAX-EBITDA,salesforce_native_staging,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-TAX,tax_return,FY2025,ebitda,true,1440000,1440000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1001-TAX-EBITDA,manual_ncino_control,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-TAX,tax_return,FY2025,ebitda,true,1440000,1440000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1001-TAX-CASH,ncino_automated_spreading,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-TAX,tax_return,FY2025,cash,true,690000,690000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1001-TAX-CASH,salesforce_native_staging,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-TAX,tax_return,FY2025,cash,true,690000,690000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1001-TAX-CASH,manual_ncino_control,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-TAX,tax_return,FY2025,cash,true,690000,690000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1001-TAX-TOTAL_LIABILITIES,ncino_automated_spreading,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-TAX,tax_return,FY2025,total_liabilities,true,4950000,4950000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1001-TAX-TOTAL_LIABILITIES,salesforce_native_staging,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-TAX,tax_return,FY2025,total_liabilities,true,4950000,4950000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1001-TAX-TOTAL_LIABILITIES,manual_ncino_control,Aster Machine Works LLC,LOAN-SYN-1001,DOC-SYN-1001-TAX,tax_return,FY2025,total_liabilities,true,4950000,4950000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-REVENUE,ncino_automated_spreading,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,revenue,true,12020000,12020000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-REVENUE,salesforce_native_staging,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,revenue,true,12020000,12020000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-REVENUE,manual_ncino_control,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,revenue,true,12020000,12020000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-EBITDA,ncino_automated_spreading,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,ebitda,true,1020000,1020000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-EBITDA,salesforce_native_staging,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,ebitda,true,1020000,1020000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-EBITDA,manual_ncino_control,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,ebitda,true,1020000,1020000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-DEBT_SERVICE,ncino_automated_spreading,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,debt_service,true,1160000,116000,12,7,false,true,extraction,Intentional synthetic error to test gate behavior.
DOC-SYN-1002-COMPANY-DEBT_SERVICE,salesforce_native_staging,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,debt_service,true,1160000,1160000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-DEBT_SERVICE,manual_ncino_control,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,debt_service,true,1160000,1160000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-CASH,ncino_automated_spreading,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,cash,true,410000,410000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-CASH,salesforce_native_staging,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,cash,true,410000,410000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-CASH,manual_ncino_control,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,cash,true,410000,410000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-CURRENT_ASSETS,ncino_automated_spreading,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,current_assets,true,2950000,2950000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-CURRENT_ASSETS,salesforce_native_staging,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,current_assets,true,2950000,2950000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-CURRENT_ASSETS,manual_ncino_control,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,current_assets,true,2950000,2950000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-CURRENT_LIABILITIES,ncino_automated_spreading,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,current_liabilities,true,2610000,2610000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-CURRENT_LIABILITIES,salesforce_native_staging,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,current_liabilities,true,2610000,2610000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-CURRENT_LIABILITIES,manual_ncino_control,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,current_liabilities,true,2610000,2610000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-TOTAL_LIABILITIES,ncino_automated_spreading,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,total_liabilities,true,7840000,7840000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-TOTAL_LIABILITIES,salesforce_native_staging,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,total_liabilities,true,7840000,7840000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-TOTAL_LIABILITIES,manual_ncino_control,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,total_liabilities,true,7840000,7840000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-NET_WORTH_EQUITY,ncino_automated_spreading,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,net_worth_equity,true,2240000,2240000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-NET_WORTH_EQUITY,salesforce_native_staging,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,net_worth_equity,true,2240000,2240000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1002-COMPANY-NET_WORTH_EQUITY,manual_ncino_control,Bright Harbor Foods Inc.,LOAN-SYN-1002,DOC-SYN-1002-COMPANY,income_statement,FY2025,net_worth_equity,true,2240000,2240000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-REVENUE,ncino_automated_spreading,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,revenue,true,4980000,4980000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-REVENUE,salesforce_native_staging,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,revenue,true,4980000,4980000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-REVENUE,manual_ncino_control,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,revenue,true,4980000,4980000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-EBITDA,ncino_automated_spreading,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,ebitda,true,620000,620000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-EBITDA,salesforce_native_staging,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,ebitda,true,620000,620000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-EBITDA,manual_ncino_control,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,ebitda,true,620000,620000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-DEBT_SERVICE,ncino_automated_spreading,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,debt_service,true,590000,590000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-DEBT_SERVICE,salesforce_native_staging,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,debt_service,true,590000,590000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-DEBT_SERVICE,manual_ncino_control,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,debt_service,true,590000,590000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-CASH,ncino_automated_spreading,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,cash,true,95000,95000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-CASH,salesforce_native_staging,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,cash,true,95000,95000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-CASH,manual_ncino_control,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,cash,true,95000,95000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-CURRENT_ASSETS,ncino_automated_spreading,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,current_assets,true,1140000,1140000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-CURRENT_ASSETS,salesforce_native_staging,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,current_assets,true,1140000,1140000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-CURRENT_ASSETS,manual_ncino_control,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,current_assets,true,1140000,1140000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-CURRENT_LIABILITIES,ncino_automated_spreading,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,current_liabilities,true,1090000,109000,12,7,true,false,extraction,Intentional synthetic error to test gate behavior.
DOC-SYN-1003-SCAN-CURRENT_LIABILITIES,salesforce_native_staging,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,current_liabilities,true,1090000,1090000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-CURRENT_LIABILITIES,manual_ncino_control,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,current_liabilities,true,1090000,1090000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-TOTAL_LIABILITIES,ncino_automated_spreading,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,total_liabilities,true,3700000,3700000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-TOTAL_LIABILITIES,salesforce_native_staging,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,total_liabilities,true,3700000,3700000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-TOTAL_LIABILITIES,manual_ncino_control,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,total_liabilities,true,3700000,3700000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-NET_WORTH_EQUITY,ncino_automated_spreading,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,net_worth_equity,true,1050000,1050000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-NET_WORTH_EQUITY,salesforce_native_staging,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,net_worth_equity,true,1050000,1050000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1003-SCAN-NET_WORTH_EQUITY,manual_ncino_control,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,net_worth_equity,true,1050000,1050000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-REVENUE,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,revenue,true,6400000,6400000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-REVENUE,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,revenue,true,6400000,18300000,12,8,false,true,period,Intentional synthetic error to test gate behavior.
DOC-SYN-1004-10Q-REVENUE,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,revenue,true,6400000,6400000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-EBITDA,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,ebitda,true,1870000,1870000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-EBITDA,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,ebitda,true,1870000,1870000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-EBITDA,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,ebitda,true,1870000,1870000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-CASH,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,cash,true,1120000,1120000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-CASH,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,cash,true,1120000,1120000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-CASH,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,cash,true,1120000,1120000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-CURRENT_ASSETS,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,current_assets,true,5900000,5900000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-CURRENT_ASSETS,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,current_assets,true,5900000,5900000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-CURRENT_ASSETS,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,current_assets,true,5900000,5900000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-CURRENT_LIABILITIES,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,current_liabilities,true,3430000,3430000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-CURRENT_LIABILITIES,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,current_liabilities,true,3430000,3430000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-CURRENT_LIABILITIES,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,current_liabilities,true,3430000,3430000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-TOTAL_LIABILITIES,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,total_liabilities,true,8260000,8260000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-TOTAL_LIABILITIES,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,total_liabilities,true,8260000,8260000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-TOTAL_LIABILITIES,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,total_liabilities,true,8260000,8260000,12,12,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-NET_WORTH_EQUITY,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,net_worth_equity,true,6770000,6770000,12,7,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-NET_WORTH_EQUITY,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,net_worth_equity,true,6770000,6770000,12,8,false,true,,Synthetic pass row.
DOC-SYN-1004-10Q-NET_WORTH_EQUITY,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,net_worth_equity,true,6770000,6770000,12,12,false,true,,Synthetic pass row.
